,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10926,23/11/2012 16:45,default,3,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,2,DMSO,dimethylsulfoxide-d6,1,PI,PI - Group Leaders,3392FF,5,Alec,60
10927,23/11/2012 16:45,ns#2,3,ARCHIVED,not_printed,emailed,9,11,00:16:40,112,ghmbc-n15.a.and,ns = 44 ; d1 = 1.5 ; expt = 5h 55m ; ds = 16 ; td1 = 256,non_composite,2D 1H#15N-gs-HMBC ,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,2,DMSO,dimethylsulfoxide-d6,1,PI,PI - Group Leaders,3392FF,5,Alec,60
11074,26/11/2012 11:02,default,1,ARCHIVED,not_printed,emailed,9,10,00:01:06,400,snh.and,ns = 8 ; d1 = 1 ; expt = 57s ; ds = 2 ; td1 = 1 ,non_composite,1H SINO test,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
12199,11/12/2012 17:26,default,2,ARCHIVED,not_printed,emailed,9,10,00:04:40,60,pt195.a.and,ns = 256 ; d1 = 2 ; expt = 9m 16s ; ds = 2 ; td1 = 1 ,non_composite,195Pt Observe - SW=850ppm (Na[PtCl6]/D2O = 0ppm) ,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,5,D2O,deuteriumoxide,1,PI,PI - Group Leaders,3392FF,5,Alec,60
12255,12/12/2012 11:56,default,1,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
12257,12/12/2012 12:12,default,1,ARCHIVED,not_printed,emailed,9,11,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
12313,13/12/2012 17:46,default,6,ARCHIVED,not_printed,emailed,9,10,00:04:19,30,p31cpd.a.and,ns = 128 ; d1 = 1.5 ; expt = 4m 33s ; ds = 4 ; td1 = 1 ,non_composite,31P Observe with 1H decoupling,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,4,C6D6,benzene-d6,1,PI,PI - Group Leaders,3392FF,5,Alec,60
12314,13/12/2012 17:46,o1p#-100,6,ARCHIVED,not_printed,emailed,9,11,00:02:09,21,f19cpd_80ppm.a.and,ns = 64 ; d1 = 1 ; expt = 2m 24s ; ds = 4 ; td1 = 1 ,non_composite,19F Observe with 1H decoupling - SW 80 ppm,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,4,C6D6,benzene-d6,1,PI,PI - Group Leaders,3392FF,5,Alec,60
12344,14/12/2012 14:11,default,1,ARCHIVED,not_printed,emailed,8,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,4,C6D6,benzene-d6,1,PI,PI - Group Leaders,3392FF,4,Felix,60
12345,14/12/2012 14:11,default,1,ARCHIVED,not_printed,emailed,8,11,00:04:20,30,p31cpd.a.and,ns = 128 ; d1 = 1.5 ; expt = 4m 33s ; ds = 4 ; td1 = 1 ,non_composite,31P Observe with 1H decoupling,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,4,C6D6,benzene-d6,1,PI,PI - Group Leaders,3392FF,4,Felix,60
12346,14/12/2012 14:11,o1p#-100,1,ARCHIVED,not_printed,emailed,8,12,00:02:09,21,f19cpd_80ppm.a.and,ns = 64 ; d1 = 1 ; expt = 2m 24s ; ds = 4 ; td1 = 1 ,non_composite,19F Observe with 1H decoupling - SW 80 ppm,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,4,C6D6,benzene-d6,1,PI,PI - Group Leaders,3392FF,4,Felix,60
14011,25/01/2013 18:30,default,1,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
14460,30/01/2013 12:27,default,13,ARCHIVED,not_printed,emailed,9,10,00:01:37,4,solventsup.a.and,ns = 8 ; d1 = 4 ; expt = 1m 49s ; ds = 4 ; td1 = 1 ,non_composite,1H Observe with Solvent Suppression ,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,6,H2O+D2O,90% H2O and 10% D2O,1,PI,PI - Group Leaders,3392FF,5,Alec,60
14462,30/01/2013 14:24,default,14,ARCHIVED,not_printed,emailed,9,10,00:01:37,4,solventsup.a.and,ns = 8 ; d1 = 4 ; expt = 1m 49s ; ds = 4 ; td1 = 1 ,non_composite,1H Observe with Solvent Suppression ,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,6,H2O+D2O,90% H2O and 10% D2O,1,PI,PI - Group Leaders,3392FF,5,Alec,60
15526,08/02/2013 16:57,default,4,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
15527,08/02/2013 16:57,cnst21#1.483,4,ARCHIVED,not_printed,emailed,9,11,00:08:02,5,selnoesy1D.a.and,ns = 64 ; d1 = 1.5 ; expt = 8m 2s ; ds = 4 ; td1 = 1 ,non_composite,1D gs-NOESY,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
16841,19/02/2013 11:49,default,21,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
21362,22/03/2013 17:26,default,1,ARCHIVED,not_printed,emailed,8,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
23223,12/04/2013 11:55,cnst21#4.626,1,ARCHIVED,not_printed,emailed,9,10,00:08:02,5,selnoesy1D.a.and,ns = 64 ; d1 = 1.5 ; expt = 8m 2s ; ds = 4 ; td1 = 1 ,non_composite,1D gs-NOESY,visible,research_only,135,FALSE,inactive,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
24391,22/04/2013 15:39,default,1,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
24399,22/04/2013 16:53,default,5,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
24400,22/04/2013 16:53,default,5,ARCHIVED,not_printed,emailed,9,11,00:10:32,101,ghsqc-ed.a.and,ns = 2 ; d1 = 1 ; expt = 10m 52s ; ds = 16 ; td1 = 256,non_composite,2D 1H#13C-gs-HSQC with multiplicity editing,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
24401,22/04/2013 16:53,default,5,ARCHIVED,not_printed,emailed,9,12,00:32:32,102,ghmbc.a.and,ns = 4 ; d1 = 1.5 ; expt = 33m 46s ; ds = 16 ; td1 = 256,non_composite,2D 1H#13C-gs-HMBC,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
24402,22/04/2013 16:53,ns#200,5,ARCHIVED,not_printed,emailed,9,13,00:10:43,10,c13_deptq.a.and,ns = 800 ; d1 = 2 ; expt = 45m 36s; ds = 4 ; td1 = 1 ,non_composite,13C Observe with multiplicity editing - DEPTQ,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
24523,23/04/2013 17:58,default,1,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
24524,23/04/2013 17:58,default,1,ARCHIVED,not_printed,emailed,9,11,00:05:35,100,gcosy-DQF.a.and,ns = 1 ; d1 = 1s ; expt = 5m 46s ; ds = 16 ; td1 = 256,non_composite,2D 1H#1H-DQF-COSY (mag. mode),visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
24695,24/04/2013 17:48,default,1,ARCHIVED,not_printed,emailed,8,10,00:00:57,300,proton-N.a.and,ns = 8 ; d1 = 1 ; expt = 57s ; ds = 2 ; td1 = 1 ,non_composite,1H Observe,hidden,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
24696,24/04/2013 17:48,default,1,ARCHIVED,not_printed,emailed,8,11,00:53:32,11,c13_udeft.a.and,ns = 800 ; d1 = 3 ; expt = 50m 12s ; ds = 0 ; td1 = 1 ,non_composite,13C Observe with 1H decoupling - UDEFT,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
24697,24/04/2013 17:48,default,1,ARCHIVED,not_printed,emailed,8,12,00:05:35,301,gcosy-DQF-N.a.and,ns = 1 ; d1 = 1s ; expt = 5m 33s ; ds = 16 ; td1 = 256  	,non_composite,2D 1H#1H-DQF-COSY (mag. mode),hidden,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
24698,24/04/2013 17:48,default,1,ARCHIVED,not_printed,emailed,8,13,00:10:31,101,ghsqc-ed.a.and,ns = 2 ; d1 = 1 ; expt = 10m 52s ; ds = 16 ; td1 = 256,non_composite,2D 1H#13C-gs-HSQC with multiplicity editing,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
24699,24/04/2013 17:48,default,1,ARCHIVED,not_printed,emailed,8,14,00:32:31,102,ghmbc.a.and,ns = 4 ; d1 = 1.5 ; expt = 33m 46s ; ds = 16 ; td1 = 256,non_composite,2D 1H#13C-gs-HMBC,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
24701,24/04/2013 17:53,default,18,ARCHIVED,not_printed,emailed,9,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
24702,24/04/2013 17:53,ns#200,18,ARCHIVED,not_printed,emailed,9,11,00:10:43,10,c13_deptq.a.and,ns = 800 ; d1 = 2 ; expt = 45m 36s; ds = 4 ; td1 = 1 ,non_composite,13C Observe with multiplicity editing - DEPTQ,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
27054,10/05/2013 16:51,default,1,ARCHIVED,not_printed,emailed,8,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
27055,10/05/2013 16:51,default,1,ARCHIVED,not_printed,emailed,8,11,00:10:31,101,ghsqc-ed.a.and,ns = 2 ; d1 = 1 ; expt = 10m 52s ; ds = 16 ; td1 = 256,non_composite,2D 1H#13C-gs-HSQC with multiplicity editing,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,4,Felix,60
27596,24/05/2013 12:41,default,1,ARCHIVED,not_printed,emailed,8,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,2,DMSO,dimethylsulfoxide-d6,1,PI,PI - Group Leaders,3392FF,4,Felix,60
27597,24/05/2013 12:41,ns#1,1,ARCHIVED,not_printed,emailed,8,11,00:08:52,112,ghmbc-n15.a.and,ns = 44 ; d1 = 1.5 ; expt = 5h 55m ; ds = 16 ; td1 = 256,non_composite,2D 1H#15N-gs-HMBC ,visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,2,DMSO,dimethylsulfoxide-d6,1,PI,PI - Group Leaders,3392FF,4,Felix,60
28682,03/06/2013 16:26,ns#64,1,ARCHIVED,not_printed,emailed,8,10,00:06:17,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,8,FALSE,active,FALSE,2,dp,DP Group,TRUE,active,1,CDCl3,Chloroform-d,3,PhD,PhD Students,7ADB18,4,Felix,60
28683,03/06/2013 16:26,default,1,ARCHIVED,not_printed,emailed,8,11,00:01:55,20,f19cpd.a.and,ns = 64 ; d1 = 1 ; expt = 2m 9s ; ds = 4 ; td1 = 1 ,non_composite,19F Observe with 1H decoupling - Full Range SW,visible,research_only,8,FALSE,active,FALSE,2,dp,DP Group,TRUE,active,1,CDCl3,Chloroform-d,3,PhD,PhD Students,7ADB18,4,Felix,60
29050,06/06/2013 10:30,ns#72,15,ARCHIVED,not_printed,emailed,8,10,00:07:02,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,8,FALSE,active,FALSE,2,dp,DP Group,TRUE,active,1,CDCl3,Chloroform-d,3,PhD,PhD Students,7ADB18,4,Felix,60
29051,06/06/2013 10:30,default,15,ARCHIVED,not_printed,emailed,8,11,00:01:55,20,f19cpd.a.and,ns = 64 ; d1 = 1 ; expt = 2m 9s ; ds = 4 ; td1 = 1 ,non_composite,19F Observe with 1H decoupling - Full Range SW,visible,research_only,8,FALSE,active,FALSE,2,dp,DP Group,TRUE,active,1,CDCl3,Chloroform-d,3,PhD,PhD Students,7ADB18,4,Felix,60
29292,07/06/2013 14:40,default,10,ARCHIVED,not_printed,emailed,8,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,9,TRUE,active,FALSE,2,dp,DP Group,TRUE,active,1,CDCl3,Chloroform-d,3,PhD,PhD Students,7ADB18,4,Felix,60
30998,25/06/2013 12:21,default,3,ARCHIVED,not_printed,emailed,8,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,46,FALSE,inactive,FALSE,14,njw,NJW Group,TRUE,active,1,CDCl3,Chloroform-d,0,default,Default,FFFFFF,4,Felix,60
31034,25/06/2013 15:32,default,7,ARCHIVED,not_printed,emailed,10,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
31046,25/06/2013 15:54,default,12,ARCHIVED,not_printed,emailed,10,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,146,FALSE,inactive,FALSE,30,test,test account,TRUE,inactive,1,CDCl3,Chloroform-d,0,default,Default,FFFFFF,5,Alec,60
31067,25/06/2013 17:06,default,18,ARCHIVED,not_printed,emailed,10,10,00:00:57,1,proton.a.and,ns = 8 ; d1 = 1 ; expt = 1m 9s ; ds = 2 ; td1 = 1,non_composite,1H Observe  ,visible,research_teaching,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
31068,25/06/2013 17:06,default,18,ARCHIVED,not_printed,emailed,10,11,00:05:35,100,gcosy-DQF.a.and,ns = 1 ; d1 = 1s ; expt = 5m 46s ; ds = 16 ; td1 = 256,non_composite,2D 1H#1H-DQF-COSY (mag. mode),visible,research_only,2,TRUE,active,TRUE,3,tl,admin,TRUE,active,1,CDCl3,Chloroform-d,1,PI,PI - Group Leaders,3392FF,5,Alec,60
31086,25/06/2013 17:34,default,24,ARCHIVED,not_printed,emailed,10,10,00:00:34,302,proton-fast.a.and,ns = 4 ; d1 = 1 ; expt = 34s ; ds = 2 ; td1 = 1,non_composite,1H Observe NS=4,hidden,research_only,146,FALSE,inactive,FALSE,30,test,test account,TRUE,inactive,1,CDCl3,Chloroform-d,0,default,Default,FFFFFF,5,Alec,60
31087,25/06/2013 17:34,default,24,ARCHIVED,not_printed,emailed,10,11,00:02:27,303,gcosy-fast.a.and,ns = 1 ; d1 = 0.8s ; expt = 2m 27s ; ds = 16 ; td1 = 128  	,non_composite,2D 1H#1H-DQF-COSY (covariance spectrum in EXPNO 998),hidden,research_only,146,FALSE,inactive,FALSE,30,test,test account,TRUE,inactive,1,CDCl3,Chloroform-d,0,default,Default,FFFFFF,5,Alec,60
31088,25/06/2013 17:34,default,24,ARCHIVED,not_printed,emailed,10,12,00:02:09,304,ghsqc-fast.a.and,ns = 1 ; d1 = 1 ; expt = 2m 9s ; ds = 16 ; td1 = 256  	,non_composite,2D 1H#13C-gs-HSQC with multiplicity editing and NUS,visible,research_only,146,FALSE,inactive,FALSE,30,test,test account,TRUE,inactive,1,CDCl3,Chloroform-d,0,default,Default,FFFFFF,5,Alec,60
31089,25/06/2013 17:34,default,24,ARCHIVED,not_printed,emailed,10,13,00:06:28,305,ghmbc-fast.a.and,ns = 2 ; d1 = 1 ; expt = 6m 28s ; ds = 16 ; td1 = 256  	,non_composite,2D 1H#13C-gs-HMBC with NUS,hidden,research_only,146,FALSE,inactive,FALSE,30,test,test account,TRUE,inactive,1,CDCl3,Chloroform-d,0,default,Default,FFFFFF,5,Alec,60
31091,25/06/2013 17:49,default,25,ARCHIVED,not_printed,emailed,10,10,00:00:34,302,proton-fast.a.and,ns = 4 ; d1 = 1 ; expt = 34s ; ds = 2 ; td1 = 1,non_composite,1H Observe NS=4,hidden,research_only,146,FALSE,inactive,FALSE,30,test,test account,TRUE,inactive,1,CDCl3,Chloroform-d,0,default,Default,FFFFFF,5,Alec,60
31092,25/06/2013 17:49,default,25,ARCHIVED,not_printed,emailed,10,11,00:02:27,303,gcosy-fast.a.and,ns = 1 ; d1 = 0.8s ; expt = 2m 27s ; ds = 16 ; td1 = 128  	,non_composite,2D 1H#1H-DQF-COSY (covariance spectrum in EXPNO 998),hidden,research_only,146,FALSE,inactive,FALSE,30,test,test account,TRUE,inactive,1,CDCl3,Chloroform-d,0,default,Default,FFFFFF,5,Alec,60
31093,25/06/2013 17:49,default,25,ARCHIVED,not_printed,emailed,10,12,00:02:09,304,ghsqc-fast.a.and,ns = 1 ; d1 = 1 ; expt = 2m 9s ; ds = 16 ; td1 = 256  	,non_composite,2D 1H#13C-gs-HSQC with multiplicity editing and NUS,visible,research_only,146,FALSE,inactive,FALSE,30,test,test account,TRUE,inactive,1,CDCl3,Chloroform-d,0,default,Default,FFFFFF,5,Alec,60
31094,25/06/2013 17:49,default,25,ARCHIVED,not_printed,emailed,10,13,00:06:28,305,ghmbc-fast.a.and,ns = 2 ; d1 = 1 ; expt = 6m 28s ; ds = 16 ; td1 = 256  	,non_composite,2D 1H#13C-gs-HMBC with NUS,hidden,research_only,146,FALSE,inactive,FALSE,30,test,test account,TRUE,inactive,1,CDCl3,Chloroform-d,0,default,Default,FFFFFF,5,Alec,60
